LIVE GAMES,#genre#
非凡新闻台,http://198.16.100.90:8278/feifannews_twn/playlist.m3u8?tid=MFDF6578546865785468&ct=19249&tsum=bbb5f2ee12e8ae89846875a83db08997
龙华偶像,http://198.16.100.90:8278/lunghuaidol_twn/playlist.m3u8?tid=MD6D6087277960872779&ct=19249&tsum=83e30fd8200429793355d21bf37719ff
龙华卡通,http://198.16.100.90:8278/jingtiancartoon_twn/playlist.m3u8?tid=MEEE6701222267012222&ct=19226&tsum=c1da0f03bc493ce969726d15fc9c0286
龙华戏剧,http://198.16.100.90:8278/lunghuaxiju_twn/playlist.m3u8?tid=MF2F2793524427935244&ct=19249&tsum=db1ef83fbbbae9a364979295fd690f7d
龙华洋片,http://198.16.100.90:8278/lunghuawestern_twn/playlist.m3u8?tid=MF2F4784718547847185&ct=19249&tsum=55fdf18d765f2692c0553d316b671326
龙华经典台,http://198.16.100.90:8278/lunghuajingdian_twn/playlist.m3u8?tid=MC2C7597780175977801&ct=19249&tsum=b7602981567d8f0171e8de29154f5014

中国,#genre#
CCTV1 8M,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV2 8M,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV3 8M,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV4 8M,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV5 8M,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5+ 8M,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV6 8M,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV7 8M,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV8 8M,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV9 8M,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV10 8M,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV11 8M,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV12 8M,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV13 8M,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14 8M,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV15 8M,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV16 8M,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV17 8M,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
江苏卫视 8M,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
广西卫视 8M,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
四川卫视 8M,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
湖南卫视 8M,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视 8M,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
东方卫视 8M,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
北京卫视 8M,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
天津卫视 8M,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视 8M,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
安徽卫视 8M,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视 8M,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
广东卫视 8M,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视 8M,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
湖北卫视 8M,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视 8M,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视 8M,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视 8M,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视 8M,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视 8M,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视 8M,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视 8M,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东南卫视 8M,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
云南卫视 8M,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视 8M,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视 8M,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
欢笑剧场 8M,https://live.goodiptv.club/api/bestv.php?id=hxjc8m/8000000
劲爆体育 8M,https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000
快乐垂钓 8M,https://live.goodiptv.club/api/bestv.php?id=klcd8m/8000000
金鹰纪实 8M,https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000
戏曲精选 8M,https://live.goodiptv.club/api/bestv.php?id=xqjx8m/8000000
上海第一财经 8M,https://live.goodiptv.club/api/bestv.php?id=dycjhd8m/8000000
上视新闻 8M,https://live.goodiptv.club/api/bestv.php?id=xwzhhd8m/8000000
上海都市 8M,https://live.goodiptv.club/api/bestv.php?id=dshd8m/8000000
上海纪实 8M,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
东方影视 8M,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
五星体育 8M,https://live.goodiptv.club/api/bestv.php?id=wxtyhd8m/8000000
上视外语 8M,https://live.goodiptv.club/api/bestv.php?id=icshd8m/8000000
七彩戏剧 8M,https://live.goodiptv.club/api/bestv.php?id=qcxjhd8m/8000000
上海教育 8M,https://live.goodiptv.club/api/bestv.php?id=setvhd/8000000
全纪实 8M,https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000
生活时尚 8M,https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000
新视觉 8M,https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000
游戏风云 8M,https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000
热门综艺 8M,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
超级体育 8M,https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000
健康养生 8M,https://live.goodiptv.club/api/bestv.php?id=jkys8m/8000000
百变课堂 8M,https://live.goodiptv.club/api/bestv.php?id=bbkt8m/8000000
看天下精选 8M,https://live.goodiptv.club/api/bestv.php?id=ktxjx8m/8000000
华语影院 8M,https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000
电竞天堂 8M,https://live.goodiptv.club/api/bestv.php?id=djtt8m/8000000
青春动漫 8M,https://live.goodiptv.club/api/bestv.php?id=qcdm8m/8000000
宝宝动画 8M,https://live.goodiptv.club/api/bestv.php?id=bbdh8m/8000000
星光影院 8M,https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000
谍战剧场 8M,https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000
全球大片 8M,https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000
热门剧场 8M,https://live.goodiptv.club/api/bestv.php?id=rmjc8m/8000000
陶瓷高清 8M,https://live.goodiptv.club/api/bestv.php?id=taocihd/8000000
中国教育-1 8M,https://live.goodiptv.club/api/bestv.php?id=zgjy1t8m/8000000
中国教育-4 8M,https://live.goodiptv.club/api/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿 8M,https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000
纪实科教 8M,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
茶频道 8M,https://live.goodiptv.club/api/bestv.php?id=cpdhdavs8m/8000000
足球高清 8M,https://live.goodiptv.club/api/bestv.php?id=zqpd8m/8000000
炫动卡通 8M,https://live.goodiptv.club/api/bestv.php?id=hhxd8m/8000000
东方财经 8M,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
都市剧场 8M,https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000
动漫秀场 8M,https://live.goodiptv.club/api/bestv.php?id=dmxc8m/8000000
法治天地 8M,https://live.goodiptv.club/api/bestv.php?id=fztd8m/8000000
金色学堂 8M,https://live.goodiptv.club/api/bestv.php?id=jingsepd8m/8000000
魅力足球 8M,https://live.goodiptv.club/api/bestv.php?id=mlyyhd8m/8000000
CCTV1,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=CCTV-1H265_4000
CHC高清电影 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=lnwsCHC-HDH265_4000
CHC动作电影 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=wqCHCdzdyH265_4000
CBN幸福剧场 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=xfjc_4000
CBN每日影院 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=mryy_4000
CBN幸福娱乐 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=xfyl_4000
CBN风尚生活 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=fssh_4000
直播源合集,http://52bsj.vip:81/api/v3/file/get/136417/dsm.mp4?sign=6oEE-N8RaOjpT8WDaT-XBIeK_LFbJlvk9r53TwBiVag%3D%3A0
凉山彝语综合 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=yyzh_2000
攀枝花新闻综合 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=pzhytH265_4000
绵阳新闻综合 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=myytH265_4000
绵阳科技 高清,http://www.iptv8.top/微信公众号：阿猫电视/sxg.php?id=myetH265_4000
C1,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001018/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001326/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001021/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-3/live.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001009/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001587/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-5/live.m3u8
C1,http://123.6.9.146/live/jz-cctv-6/live.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-7/live.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://hbry.chinashadt.com:1938/live/1002.stream_360p/playlist.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-9/live.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-10/live.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-12/live.m3u8
C1,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
C1,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
C1,http://123.6.9.146/live/jz-cctv-14/live.m3u8
C1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
